LinearRegression,-459.46706120162855,846.52711765990614
Lasso,-206.45138650447842,369.40980887515553
Ridge,-458.93522250566895,845.53359287865692
LinearSVR,-102.56036107709352,205.64276211699351
nuSVR,-207.77232671000769,371.94201566116999
TreeRegressor,-221.35091893792529,443.14846607053244
RandomForest,-449.18893013635198,883.41251354392296
